sender,receiver,edge_type
DeLibrosCorazon,AECT,mention
dan_holtey,pazureka,mention
dan_holtey,UMNews,mention
oueducation,DrTerriC,mention
oueducation,tel_education,mention
oueducation,oueducation,mention
tel_education,DrTerriC,mention
tel_education,tel_education,mention
tel_education,oueducation,mention
dawnwright67,AmyLomellini_ID,mention
art_brownlow,AECT,mention
art_brownlow,AECT,mention
art_brownlow,DrTerriC,mention
art_brownlow,AECT,mention
TenaciousTan,jeroen69,mention
TenaciousTan,quincyconley,mention
pennymoved,nangur1,mention
okeeffefiddle,gravesle,mention
OT_Pattie,EdTech_UofSC,mention
OT_Pattie,michaelmgrant,mention
OT_Pattie,AECT,mention
OT_Pattie,UofSCEducation,mention
d_mulder,edtechbsu,mention
d_mulder,hodgesc,mention
d_mulder,edtechbsu,mention
d_mulder,profoyarzun,mention
gravesle,yuuki5000,mention
gravesle,carriejill,mention
gravesle,femedtech,mention
gravesle,FindingAda,mention
gravesle,tech4teachers19,mention
gravesle,JenM,mention
gravesle,tadousay,mention
gravesle,jrosenberg6432,mention
gravesle,JenM,mention
gravesle,tadousay,mention
JCHEResearch,AECT,mention
JCHEResearch,DrTerriC,mention
JCHEResearch,michaelmgrant,mention
JCHEResearch,dctrcurry,mention
kariword,LaurenBagdy,mention
kariword,vdennen,mention
kariword,eromerohall,mention
kariword,ISLT_FSU,mention
kariword,WestgateVegas,mention
kariword,hourofcode,mention
kariword,anotherbrittany,mention
kariword,RitaFennelly,mention
kariword,WEHSLibrary,mention
kariword,KathyMansfield,mention
kariword,ISLT_FSU,mention
ISLT_FSU,LaurenBagdy,mention
ISLT_FSU,vdennen,mention
ISLT_FSU,LaurenBagdy,mention
ISLT_FSU,vdennen,mention
ISLT_FSU,vdennen,mention
ISLT_FSU,vdennen,mention
ISLT_FSU,ChihPuDai,mention
ISLT_FSU,ChihPuDai,mention
ISLT_FSU,vdennen,mention
ISLT_FSU,LaurenBagdy,mention
ISLT_FSU,hajeen2040,mention
ISLT_FSU,Ginny7s,mention
ISLT_FSU,hajeenzang,mention
LearnEngage,pazureka,mention
LearnEngage,AECT,mention
LearnEngage,valarywithawhy,mention
LearnEngage,AECT,mention
LearnEngage,AECT,mention
LearnEngage,UNTsocial,mention
LearnEngage,ECNUER,mention
LearnEngage,AECT,mention
LearnEngage,AECT,mention
LearnEngage,caranorth11,mention
LearnEngage,AECT,mention
LearnEngage,pazureka,mention
LearnEngage,AECT,mention
LearnEngage,pazureka,mention
LearnEngage,AECT,mention
LearnEngage,pazureka,mention
LearnEngage,ifenthaler,mention
LearnEngage,AECT,mention
LearnEngage,okstate,mention
LearnEngage,"NASA",mention
LearnEngage,AECT,mention
LearnEngage,"NASASTEM",mention
LearnEngage,github,mention
LearnEngage,pazureka,mention
ericpaulrogers,camille_dd,mention
ericpaulrogers,spgreenhalgh,mention
ericpaulrogers,bretsw,mention
benbrown,koubenec,mention
mktyrt,yuuki5000,mention
ifenthaler,gsa_aect,mention
ifenthaler,AECT,mention
ifenthaler,PaulineMuljana,mention
ifenthaler,ifenthaler,mention
ifenthaler,andrewatawfik,mention
ifenthaler,gsa_aect,mention
ifenthaler,PaulineMuljana,mention
ifenthaler,ifenthaler,mention
ifenthaler,AECT,mention
ifenthaler,SpringerEdu,mention
ifenthaler,nateturcotte22,mention
ifenthaler,RitaFennelly,mention
ifenthaler,ifenthaler,mention
steph_moore,gsa_aect,mention
steph_moore,richardewest,mention
steph_moore,AECT,mention
steph_moore,arasbozkurt,mention
steph_moore,eromerohall,mention
steph_moore,tugcealdemirpsu,mention
steph_moore,vdennen,mention
steph_moore,veletsianos,mention
steph_moore,JCHEResearch,mention
steph_moore,AECT,mention
TheRealMcKoo,FakeBobGagne,mention
vdennen,ISLT_FSU,mention
vdennen,ISLT_FSU,mention
tech4teachers19,gravesle,mention
JMUTLT,IndianaUniv,mention
DLResearchLab,ge_xun,mention
DLResearchLab,VVongkulluksn,mention
DLResearchLab,hawk_nathanA,mention
DLResearchLab,Nelsmich,mention
DLResearchLab,ShengBo_Chen,mention
DLResearchLab,DLResearchLab,mention
DLResearchLab,VVongkulluksn,mention
DLResearchLab,Nelsmich,mention
DLResearchLab,hawk_nathanA,mention
RyanStraight,gravesle,mention
pazureka,AECT,mention
pazureka,LearnEngage,mention
pazureka,LearnEngage,mention
pazureka,LearnEngage,mention
pazureka,AECT,mention
pazureka,yaukable,mention
pazureka,LearnEngage,mention
pazureka,SBarksway,mention
pazureka,AECT,mention
pazureka,UMN_CI,mention
pazureka,SBarksway,mention
pazureka,JolieKennedy,mention
pazureka,LTMediaLab,mention
pazureka,UMN_CI,mention
pazureka,AECT,mention
pazureka,bretsw,mention
pazureka,GingerWatsonPhD,mention
pazureka,GingerWatsonPhD,mention
pazureka,WestgateVegas,mention
pazureka,Katelenert,mention
pazureka,AECT,mention
pazureka,AECT,mention
pazureka,LearnEngage,mention
pazureka,UMNews,mention
pazureka,AECT,mention
pazureka,AECT,mention
pazureka,LearnEngage,mention
pazureka,AECT,mention
pazureka,LearnEngage,mention
pazureka,AECT,mention
pazureka,LearnEngage,mention
pazureka,AECT,mention
pazureka,LearnEngage,mention
pazureka,UNTsocial,mention
pazureka,ECNUER,mention
pazureka,LearnEngage,mention
pazureka,SBarksway,mention
valarywithawhy,SardImperium,mention
valarywithawhy,ifenthaler,mention
valarywithawhy,AECT,mention
tcallaghan55,tadousay,mention
tcallaghan55,AECT,mention
tcallaghan55,tadousay,mention
patrickplante,koubenec,mention
_valeriei,eromerohall,mention
buckydodd,DrTerriC,mention
buckydodd,tel_education,mention
buckydodd,oueducation,mention
Tahanialdo,hodgesc,mention
Tahanialdo,SpringerEdu,mention
okstate_etc,tutaleni,mention
okstate_etc,tutaleni,mention
okstate_etc,tutaleni,mention
okstate_etc,tadousay,mention
okstate_etc,tutaleni,mention
okstate_etc,tutaleni,mention
okstate_etc,EdTechOkstate,mention
hampthephd,AECT,mention
hampthephd,AlbertRitzhaupt,mention
hampthephd,hampthephd,mention
hampthephd,AlbertRitzhaupt,mention
hampthephd,AECT,mention
News_MSU,Chiffonbest,mention
News_MSU,MelGoodEDU,mention
BChirgwin,DrTerriC,mention
BChirgwin,lyft,mention
SBarksway,JolieKennedy,mention
SBarksway,pazureka,mention
SBarksway,LTMediaLab,mention
SBarksway,UMN_CI,mention
SBarksway,pazureka,mention
SBarksway,AECT,mention
SBarksway,UMN_CI,mention
SBarksway,jmenglund03,mention
literacyandland,hodgesc,mention
literacyandland,SpringerEdu,mention
MelGoodEDU,art_brownlow,mention
MelGoodEDU,AECT,mention
MelGoodEDU,RitaFennelly,mention
MelGoodEDU,AECT,mention
amy_c_bradshaw,ge_xun,mention
amy_c_bradshaw,nicolapallitt,mention
amy_c_bradshaw,camille_dd,mention
CorinaPastrana,SBarksway,mention
rmreese1,MeganCMurtaugh,mention
rmreese1,AECT,mention
rmreese1,aectddl,mention
nangur1,bretsw,mention
nangur1,spgreenhalgh,mention
nangur1,bretsw,mention
nangur1,spgreenhalgh,mention
nangur1,veletsianos,mention
nangur1,AECT,mention
nangur1,veletsianos,mention
nangur1,hodgesc,mention
nangur1,khuett,mention
nangur1,eromerohall,mention
nangur1,AECT,mention
nangur1,bretsw,mention
nangur1,spgreenhalgh,mention
nangur1,AECT,mention
nangur1,eromerohall,mention
AECTTIL,AmyLomellini_ID,mention
AECTTIL,nicolapallitt,mention
AECTTIL,AECT,mention
AECTTIL,AECTTIL,mention
AECTTIL,AECT,mention
AECTTIL,AECT,mention
AECTTIL,SpheroEdu,mention
MoniIDD,ericpaulrogers,mention
MoniIDD,arasbozkurt,mention
MoniIDD,AECT,mention
MoniIDD,michaelmgrant,mention
MoniIDD,ISLT_FSU,mention
MoniIDD,ISLT_FSU,mention
MoniIDD,nangur1,mention
MoniIDD,LearnEngage,mention
MoniIDD,UNTsocial,mention
MoniIDD,ECNUER,mention
MoniIDD,ISLT_FSU,mention
MoniIDD,vdennen,mention
MoniIDD,ISLT_FSU,mention
MoniIDD,LearnEngage,mention
AllisonHallAZ,valarywithawhy,mention
AllisonHallAZ,edtechbsu,mention
roycekimmons,caranorth11,mention
roycekimmons,JenM,mention
roycekimmons,roycekimmons,mention
roycekimmons,EdTech_Books,mention
roycekimmons,richardewest,mention
roycekimmons,EdTech_Books,mention
roycekimmons,hederjon,mention
roycekimmons,caranorth11,mention
_ThanhDo,YamChaivisit,mention
_ThanhDo,tutaleni,mention
_ThanhDo,EdTechOkstate,mention
arasbozkurt,eromerohall,mention
arasbozkurt,tugcealdemirpsu,mention
arasbozkurt,vdennen,mention
arasbozkurt,veletsianos,mention
arasbozkurt,yvzkblt,mention
arasbozkurt,AECT,mention
arasbozkurt,AECT,mention
arasbozkurt,michaelmgrant,mention
arasbozkurt,DrTerriC,mention
arasbozkurt,caranorth11,mention
arasbozkurt,ISLT_FSU,mention
arasbozkurt,DKSch,mention
arasbozkurt,WilsonInEdu,mention
arasbozkurt,DrVirtuality,mention
arasbozkurt,eromerohall,mention
arasbozkurt,robmoore3,mention
arasbozkurt,eromerohall,mention
arasbozkurt,tugcealdemirpsu,mention
arasbozkurt,vdennen,mention
arasbozkurt,veletsianos,mention
arasbozkurt,plowenthal,mention
arasbozkurt,opencontent,mention
arasbozkurt,johnhiltoniii,mention
arasbozkurt,eromerohall,mention
arasbozkurt,tugcealdemirpsu,mention
arasbozkurt,vdennen,mention
arasbozkurt,veletsianos,mention
arasbozkurt,AECT,mention
arasbozkurt,Publons,mention
arasbozkurt,PeerRevWeek,mention
arasbozkurt,pazureka,mention
arasbozkurt,AECT,mention
NancyeBlackEdu,DrVirtuality,mention
NancyeBlackEdu,AECT,mention
NancyeBlackEdu,WEHSLibrary,mention
NancyeBlackEdu,AECTGSA,mention
NancyeBlackEdu,PaulineMuljana,mention
NancyeBlackEdu,Stephsteph83,mention
NancyeBlackEdu,AECT,mention
FanXU92073425,correia65,mention
FanXU92073425,caranorth11,mention
FanXU92073425,AnnaRoseLeach,mention
FanXU92073425,correia65,mention
FanXU92073425,travelinedman,mention
FanXU92073425,SICET,mention
FanXU92073425,Happy_Tao,mention
FanXU92073425,AECT,mention
TAmankwatia,AECT,mention
TAmankwatia,aectdddivision,mention
TAmankwatia,aectddl,mention
AsianJde,arasbozkurt,mention
AsianJde,AECT,mention
AsianJde,arasbozkurt,mention
AsianJde,AECT,mention
AsianJde,michaelmgrant,mention
richardewest,caranorth11,mention
richardewest,EdTech_Books,mention
richardewest,EdTech_Books,mention
richardewest,EdTech_Books,mention
kristaruggles,jeroen69,mention
C21U,GeorgiaTech,mention
C21U,AECT,mention
traceyhabla,techedges,mention
traceyhabla,utexascoe,mention
utexascoe,techedges,mention
utexascoe,utexascoe,mention
okstate_ehs,tutaleni,mention
okstate_ehs,EdTechOkstate,mention
kzenovka,gsa_aect,mention
kzenovka,gsa_aect,mention
kzenovka,teacherrogers,mention
kzenovka,AECT,mention
kcsabina_,AECT,mention
kcsabina_,MarcusChildress,mention
kcsabina_,kcsabina_,mention
ktkjellerup,ISLT_FSU,mention
Happy_Tao,EdTech_UofSC,mention
Happy_Tao,UofSCEducation,mention
Happy_Tao,aectclt,mention
Happy_Tao,akesha,mention
Happy_Tao,AECT,mention
Happy_Tao,EdTech_UofSC,mention
jayphd18,tutaleni,mention
jayphd18,EdTechOkstate,mention
jayphd18,nicolapallitt,mention
ZhongruiYao,ISLT_FSU,mention
ZhongruiYao,hajeen2040,mention
ZhongruiYao,hajeen2040,mention
ZhongruiYao,hajeen2040,mention
jennkepka,edtech_prokes,mention
jennkepka,edtechbsu,mention
jennkepka,Jeanna_Cronk,mention
JenM,VanekJen,mention
JenM,gsa_aect,mention
JenM,AECT,mention
JenM,aectdddivision,mention
JenM,DrRossPerkins,mention
JenM,design4learn,mention
JenM,VanekJen,mention
JenM,design4learn,mention
JenM,JenM,mention
JenM,gsa_aect,mention
UzaktanEgitimTR,arasbozkurt,mention
digitalNFTarts,tutaleni,mention
grhluna24,matt_m_schmidt,mention
36trusso,WilsonInEdu,mention
36trusso,tedaect,mention
36trusso,DKSch,mention
epstrong,matt_m_schmidt,mention
researchmrx,matt_m_schmidt,mention
EdTechAGP,Jeanna_Cronk,mention
EdTechAGP,NorthwoodU,mention
EdTechAGP,AECT,mention
EdTechAGP,edtech_prokes,mention
EdTechAGP,plowenthal,mention
EdTechAGP,AECT,mention
EdTechAGP,AECT,mention
OER_Hub,arasbozkurt,mention
matt_m_schmidt,immersiveLRN,mention
matt_m_schmidt,roycekimmons,mention
SardImperium,ifenthaler,mention
SardImperium,AECT,mention
SardImperium,valarywithawhy,mention
AleEscobedo_,art_brownlow,mention
AleEscobedo_,AECT,mention
routledgebooks,RoutledgeEd,mention
anna_ksigou,matt_m_schmidt,mention
rebeccamclark87,TheMakerBit,mention
rebeccamclark87,TheMakerBit,mention
rebeccamclark87,TheMakerBit,mention
rebeccamclark87,TheMakerBit,mention
Calcaware,AECT,mention
Calcaware,SICET,mention
Calcaware,caet,mention
mreed_reads,idtesu,mention
mreed_reads,idtesu,mention
mreed_reads,idtesu,mention
nikiwats23,ConnectWise,mention
nikiwats23,jennird,mention
nikiwats23,AECT,mention
USouthAL_CoInS,Gaston_teach,mention
EdTech_UofSC,UofSCEducation,mention
EdTech_UofSC,michaelmgrant,mention
EdTech_UofSC,AECT,mention
EdTech_UofSC,UofSCEducation,mention
EdTech_UofSC,AECT,mention
VanekJen,WorldEdUS,mention
VanekJen,design4learn,mention
VanekJen,JenM,mention
VanekJen,IndianaUniv,mention
VanekJen,WorldEdUS,mention
VanekJen,gsa_aect,mention
chloed2040,jeroen69,mention
chloed2040,jeroen69,mention
NaterciaValle,bretsw,mention
NaterciaValle,spgreenhalgh,mention
yvzkblt,arasbozkurt,mention
jmhenner,jennkepka,mention
mkbtuc,RitaFennelly,mention
mkbtuc,AECT,mention
JNWhiting,johnhiltoniii,mention
JNWhiting,opencontent,mention
yokufunda,EdTech_Books,mention
EHinesPhD,ISLT_FSU,mention
bass_gm,RoutledgeEd,mention
Origin_Learning,caranorth11,mention
drclintonlisell,johnhiltoniii,mention
drclintonlisell,opencontent,mention
TTC_ESU,idtesu,mention
TTC_ESU,idtesu,mention
TTC_ESU,idtesu,mention
KSUITEC,KSUITEC,mention
KSUITEC,ksuiteach,mention
KSUITEC,KSUBCOE,mention
KSUITEC,Stephsteph83,mention
KSUITEC,Stephsteph83,mention
KSUITEC,ksuiteach,mention
KSUITEC,KSUITEC,mention
Durrahville,Stephsteph83,mention
drjabaricain,Stephsteph83,mention
EvidenceRobot,hampthephd,mention
EvidenceRobot,AlbertRitzhaupt,mention
EvidenceRobot,WilsonInEdu,mention
EvidenceRobot,KSUITEC,mention
Ekateri52105267,EdTech_Books,mention
Stephsteph83,ksuiteach,mention
Stephsteph83,KSUITEC,mention
Stephsteph83,fetc,mention
Stephsteph83,GaETConf,mention
Stephsteph83,Durrahville,mention
Stephsteph83,ksuiteach,mention
Stephsteph83,nearpod,mention
Stephsteph83,KristenBrooks77,mention
Stephsteph83,MissRioux,mention
Stephsteph83,drjabaricain,mention
Stephsteph83,KSUITEC,mention
UT_IDT,anusbrah,mention
UT_IDT,UT_IDT,mention
UT_IDT,UofTampa,mention
UT_IDT,univmiami,mention
UT_IDT,caranorth11,mention
UT_IDT,GingerWatsonPhD,mention
UT_IDT,eromerohall,mention
UT_IDT,ChangeIt4Better,mention
UT_IDT,adriannewilson_,mention
UT_IDT,UT_IDT,mention
JMUEngaged,AECT,mention
JMUEngaged,aectclt,mention
JMUEngaged,nicolapallitt,mention
johnhiltoniii,opencontent,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,kolorkid,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
dctrcurry,michaelmgrant,mention
dctrcurry,michaelmgrant,mention
dctrcurry,AECT,mention
Isaac75203895,idtesu,mention
hajeen2040,ISLT_FSU,mention
hajeen2040,ISLT_FSU,mention
hajeen2040,vdennen,mention
hajeen2040,bretsw,mention
hajeen2040,pazureka,mention
hajeen2040,SBarksway,mention
KristenBrooks77,Stephsteph83,mention
andrewatawfik,PaulineMuljana,mention
andrewatawfik,ifenthaler,mention
andrewatawfik,PaulineMuljana,mention
andrewatawfik,ifenthaler,mention
andrewatawfik,andrewatawfik,mention
andrewatawfik,gsa_aect,mention
andrewatawfik,dctrcurry,mention
Johnnie_Jiao,Kadeshaaa_,mention
BoufflersLydie,DKSch,mention
Alhareeri,idtesu,mention
Alhareeri,art_brownlow,mention
Alhareeri,AECT,mention
DawnMSnyder,caranorth11,mention
Supt_comalisd,KathyMansfield,mention
susiegronseth,professordaveme,mention
susiegronseth,UHCOE,mention
SambitPhD,LuEMLawrence,mention
SambitPhD,EmmaMMercier,mention
SambitPhD,JJ1206,mention
JJ1206,EmmaMMercier,mention
JJ1206,LuEMLawrence,mention
JJ1206,edILLINOIS,mention
opencontent,johnhiltoniii,mention
opencontent,johnhiltoniii,mention
LT_UMN,pazureka,mention
LT_UMN,SBarksway,mention
sjblevin,AECT,mention
sjblevin,DanielCoyle,mention
nateturcotte22,tadousay,mention
nateturcotte22,AECT,mention
nateturcotte22,gsa_aect,mention
nateturcotte22,gsa_aect,mention
nateturcotte22,gsa_aect,mention
ZhenXu0905,edneuro,mention
ZhenXu0905,smreeves1,mention
MarlettDon,LF_Hampton,mention
Livn2Learn,trishuhl,mention
Livn2Learn,NickSarillo,mention
Livn2Learn,RitaFennelly,mention
Livn2Learn,ifenthaler,mention
FiratSarsar,gsa_aect,mention
FiratSarsar,AECT,mention
jbrishke,AECT,mention
jbrishke,GatorsFB,mention
michelestork,AECT,mention
michelestork,AECTTIL,mention
ksuiteach,KSUITEC,mention
ksuiteach,KSUITEC,mention
nicole_youmans,WilsonInEdu,mention
nicole_youmans,Stephsteph83,mention
ElaTheGrad,FredWBaker,mention
ElaTheGrad,AECTTechTrends,mention
ElaTheGrad,PaulineMuljana,mention
ElaTheGrad,ifenthaler,mention
ElaTheGrad,andrewatawfik,mention
ElaTheGrad,PaulineMuljana,mention
EmmaMMercier,LuEMLawrence,mention
EmmaMMercier,edILLINOIS,mention
hhuijser,ifenthaler,mention
hhuijser,gsa_aect,mention
Gaston_teach,USouthAL_CoInS,mention
LuEMLawrence,EmmaMMercier,mention
LuEMLawrence,JJ1206,mention
plowenthal,robmoore3,mention
yaukable,pazureka,mention
LightbulbJo,AnnaRoseLeach,mention
LightbulbJo,caranorth11,mention
LightbulbJo,caranorth11,mention
LightbulbJo,JenM,mention
LightbulbJo,roycekimmons,mention
NevadaEdChat,DrTerriC,mention
NevadaEdChat,DrTerriC,mention
NevadaEdChat,anneleftwich,mention
NevadaEdChat,robmoore3,mention
AectInternship,gsa_aect,mention
AectInternship,michaelmgrant,mention
AectInternship,kiranbudhrani,mention
AectInternship,LaurenBagdy,mention
AectInternship,nateturcotte22,mention
cmmarqua,ge_xun,mention
lurdinharlnunes,AECT,mention
aectdddivision,JenM,mention
aectdddivision,design4learn,mention
aectdddivision,AECT,mention
claimcompanies,tutaleni,mention
MhammedSahafi,WilsonInEdu,mention
MhammedSahafi,KSUITEC,mention
UofSC_CTE,michaelmgrant,mention
UofSC_CTE,RobBranch,mention
srogidd,bsimunich,mention
srogidd,aectclt,mention
srogidd,aectddl,mention
srogidd,aectclt,mention
srogidd,teacherrogers,mention
srogidd,AECT,mention
LearningFocused,LF_Hampton,mention
LF_Hampton,LearningFocused,mention
Natachu,AnnaRoseLeach,mention
Natachu,caranorth11,mention
MissKBurek,DrVirtuality,mention
MissKBurek,AECT,mention
MissKBurek,aectclt,mention
lxdify,caranorth11,mention
lxdify,jachutchinson,mention
livesimpleread,AnnaRoseLeach,mention
livesimpleread,caranorth11,mention
mwhaile,AnnaRoseLeach,mention
mwhaile,caranorth11,mention
PhDprep,AnnaRoseLeach,mention
PhDprep,caranorth11,mention
DonnyBoy71,AnnaRoseLeach,mention
DonnyBoy71,caranorth11,mention
rdfossey,ekowch,mention
klillico72,valarywithawhy,mention
ekowch,AECT,mention
ekowch,edtechchat,mention
Mike_Kunkle,AnnaRoseLeach,mention
Mike_Kunkle,caranorth11,mention
CecilRShort,AECT,mention
CecilRShort,tedaect,mention
ChristyATucker,AnnaRoseLeach,mention
ChristyATucker,caranorth11,mention
Joseph_Suarez,AnnaRoseLeach,mention
Joseph_Suarez,caranorth11,mention
MMJoly,DKSch,mention
MMJoly,michaelmgrant,mention
AYSUN_GUNES,teacherrogers,mention
AYSUN_GUNES,AECT,mention
FacLabUnige,DKSch,mention
TheTracieCantu,caranorth11,mention
TheTracieCantu,KristenLearning,mention
TeddyISD,LearnEngage,mention
TeddyISD,AECT,mention
MTroyMartin,roycekimmons,mention
tugcealdemirpsu,PaulineMuljana,mention
cscharber,AECT,mention
taevans,AECT,mention
guywwallace,FredWBaker,mention
guywwallace,AECTTechTrends,mention
